Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,branch-b6g2,branch-ahcf,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Store: target
11,1772646429693,04/03/2026 17:47:09,1772646429693,-8,04/03/2026 09:47:09,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,2,practice,soundplay,d8epi7,2,info,audio finished,,2411.2000000014887,2399,2411.2000000014887,2411.2000000014887,2399,2411.2000000014887,0,0,0,,Audio Clip,Audio,1,object-217,practice,,pleft_ame.mp3,,,d,t,,5,,,
12,1772646429694,04/03/2026 17:47:09,1772646429694,-8,04/03/2026 09:47:09,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,2,practice,soundplay,d8epi7,2,continue,,,2412.300000002979,2399,2412.300000002979,2412.300000002979,2399,2412.300000002979,1,0,0,,Audio Clip,Audio,1,object-217,practice,,pleft_ame.mp3,,,d,t,,5,,,
13,1772646433629,04/03/2026 17:47:13,1772646433629,-8,04/03/2026 09:47:13,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,2,practice,2AFC,9mjind,3,response,t,,3947.9999999985084,3934,3947.9999999985084,3947.9999999985084,3934,3947.9999999985084,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,pleft_ame.mp3,,,d,t,,5,,,
14,1772646434815,04/03/2026 17:47:14,1772646434815,-8,04/03/2026 09:47:14,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,2,practice,1.2 second pause,uqcoka,4,timedOut,,,1200.5999999999985,1200.199999999997,1200.5999999999985,1200.5999999999985,1200.199999999997,1200.5999999999985,1,0,0,,Time Limit,screen,0,screen,practice,,pleft_ame.mp3,,,d,t,,5,,,
15,1772646435315,04/03/2026 17:47:15,1772646435315,-8,04/03/2026 09:47:15,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,fixation,8ljn8d,1,timedOut,,,500.2000000044718,499.90000000000146,500.2000000044718,500.2000000044718,499.90000000000146,500.2000000044718,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+105.wav,,,d,t,,5,,,
16,1772646435320,04/03/2026 17:47:15,1772646435320,-8,04/03/2026 09:47:15,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,soundplay,d8epi7,2,info,audio started,,5.899999998509884,0,5.899999998509884,5.899999998509884,0,5.899999998509884,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+105.wav,,,d,t,,5,,,
17,1772646435783,04/03/2026 17:47:15,1772646435783,-8,04/03/2026 09:47:15,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,soundplay,d8epi7,2,info,audio finished,,468.5,466.2000000000007,468.5,468.5,466.2000000000007,468.5,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+105.wav,,,d,t,,5,,,
18,1772646435784,04/03/2026 17:47:15,1772646435784,-8,04/03/2026 09:47:15,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,soundplay,d8epi7,2,continue,,,469.1000000014901,466.2000000000007,469.1000000014901,469.1000000014901,466.2000000000007,469.1000000014901,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+105.wav,,,d,t,,5,,,
19,1772646436249,04/03/2026 17:47:16,1772646436249,-8,04/03/2026 09:47:16,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,2AFC,9mjind,3,response,t,,468.6000000044696,466.8999999999978,468.6000000044696,468.6000000044696,466.8999999999978,468.6000000044696,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+105.wav,,,d,t,,5,,,
20,1772646437448,04/03/2026 17:47:17,1772646437448,-8,04/03/2026 09:47:17,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,1.2 second pause,uqcoka,4,timedOut,,,1200.2000000044718,1199.800000000003,1200.2000000044718,1200.2000000044718,1199.800000000003,1200.2000000044718,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+105.wav,,,d,t,,5,,,
21,1772646437949,04/03/2026 17:47:17,1772646437949,-8,04/03/2026 09:47:17,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,fixation,8ljn8d,1,timedOut,,,501.8000000029788,499.6999999999971,501.8000000029788,501.8000000029788,499.6999999999971,501.8000000029788,1,0,0,,Time Limit,screen,0,screen,practice,,dill_+110.wav,,,d,t,,5,,,
22,1772646437954,04/03/2026 17:47:17,1772646437954,-8,04/03/2026 09:47:17,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,soundplay,d8epi7,2,info,audio started,,7.299999998511339,0,7.299999998511339,7.299999998511339,0,7.299999998511339,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+110.wav,,,d,t,,5,,,
23,1772646438365,04/03/2026 17:47:18,1772646438365,-8,04/03/2026 09:47:18,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,soundplay,d8epi7,2,info,audio finished,,416.6000000000058,400.3000000000029,416.6000000000058,416.6000000000058,400.3000000000029,416.6000000000058,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+110.wav,,,d,t,,5,,,
24,1772646438366,04/03/2026 17:47:18,1772646438366,-8,04/03/2026 09:47:18,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,soundplay,d8epi7,2,continue,,,416.6000000000058,400.3000000000029,416.6000000000058,416.6000000000058,400.3000000000029,416.6000000000058,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+110.wav,,,d,t,,5,,,
25,1772646439343,04/03/2026 17:47:19,1772646439343,-8,04/03/2026 09:47:19,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,2AFC,9mjind,3,response,t,,995.9000000044689,983.0999999999985,995.9000000044689,995.9000000044689,983.0999999999985,995.9000000044689,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dill_+110.wav,,,d,t,,5,,,
26,1772646440531,04/03/2026 17:47:20,1772646440531,-8,04/03/2026 09:47:20,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,1.2 second pause,uqcoka,4,timedOut,,,1200.8000000044703,1200.5,1200.8000000044703,1200.8000000044703,1200.5,1200.8000000044703,1,0,0,,Time Limit,screen,0,screen,practice,,dill_+110.wav,,,d,t,,5,,,
27,1772646441032,04/03/2026 17:47:21,1772646441032,-8,04/03/2026 09:47:21,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,fixation,8ljn8d,1,timedOut,,,501,500.59999999999854,501,501,500.59999999999854,501,1,0,0,,Time Limit,screen,0,screen,practice,,din_-15.wav,,,d,t,,5,,,
28,1772646441037,04/03/2026 17:47:21,1772646441037,-8,04/03/2026 09:47:21,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,soundplay,d8epi7,2,info,audio started,,5.7000000044718035,0,5.7000000044718035,5.7000000044718035,0,5.7000000044718035,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_-15.wav,,,d,t,,5,,,
29,1772646441378,04/03/2026 17:47:21,1772646441378,-8,04/03/2026 09:47:21,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,soundplay,d8epi7,2,info,audio finished,,346.2000000044718,333.40000000000146,346.2000000044718,346.2000000044718,333.40000000000146,346.2000000044718,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_-15.wav,,,d,t,,5,,,
30,1772646441379,04/03/2026 17:47:21,1772646441379,-8,04/03/2026 09:47:21,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,soundplay,d8epi7,2,continue,,,347.2000000044718,333.40000000000146,347.2000000044718,347.2000000044718,333.40000000000146,347.2000000044718,1,0,0,,Audio Clip,Audio,1,object-217,practice,,din_-15.wav,,,d,t,,5,,,
31,1772646442156,04/03/2026 17:47:22,1772646442156,-8,04/03/2026 09:47:22,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,2AFC,9mjind,3,response,d,,791.1000000014901,783.0999999999985,791.1000000014901,791.1000000014901,783.0999999999985,791.1000000014901,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,din_-15.wav,,,d,t,,5,,,
32,1772646443348,04/03/2026 17:47:23,1772646443348,-8,04/03/2026 09:47:23,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,1.2 second pause,uqcoka,4,timedOut,,,1199.9000000000015,1199.5999999999985,1199.9000000000015,1199.9000000000015,1199.5999999999985,1199.9000000000015,1,0,0,,Time Limit,screen,0,screen,practice,,din_-15.wav,,,d,t,,5,,,
33,1772646445738,04/03/2026 17:47:25,1772646445738,-8,04/03/2026 09:47:25,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,preparation buffer,Screen 1,3mqwag,1,continue,,,2390.6000000044733,2383.5,2390.6000000044733,2390.6000000044733,2383.5,2390.6000000044733,1,0,0,,Click To Continue,Continue Button,1,object-231,preparation buffer,,,,,d,t,,,,,
34,1772646457603,04/03/2026 17:47:37,1772646457603,-8,04/03/2026 09:47:37,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,preparation buffer,Screen 4,xozot8,2,continue,,,11872.300000000003,11864.600000000006,11872.300000000003,11872.300000000003,11864.600000000006,11872.300000000003,1,0,0,,Click To Continue,Continue Button,1,object-322,preparation buffer,,,,,d,t,,,,,
35,1772646462597,04/03/2026 17:47:42,1772646462597,-8,04/03/2026 09:47:42,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,preparation buffer,Screen 2,h3fw5o,3,timedOut,,,5001.900000002977,5001.5999999999985,5001.900000002977,5001.900000002977,5001.5999999999985,5001.900000002977,1,0,0,,Time Limit,screen,0,screen,preparation buffer,,,,,d,t,,,,,
36,1772646463097,04/03/2026 17:47:43,1772646463097,-8,04/03/2026 09:47:43,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,fixation,99n54d,1,timedOut,,,500.49999999850843,500.29999999999563,500.49999999850843,500.49999999850843,500.29999999999563,500.49999999850843,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
37,1772646463102,04/03/2026 17:47:43,1772646463102,-8,04/03/2026 09:47:43,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,5.100000004473259,0,5.100000004473259,5.100000004473259,0,5.100000004473259,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
38,1772646463451,04/03/2026 17:47:43,1772646463451,-8,04/03/2026 09:47:43,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,353.900000001493,350.90000000000146,353.900000001493,353.900000001493,350.90000000000146,353.900000001493,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
39,1772646463451,04/03/2026 17:47:43,1772646463451,-8,04/03/2026 09:47:43,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,soundplay,x8jhtp,2,continue,,,354.400000001493,350.90000000000146,354.400000001493,354.400000001493,350.90000000000146,354.400000001493,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
40,1772646463858,04/03/2026 17:47:43,1772646463858,-8,04/03/2026 09:47:43,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,2AFC,6i7z8o,3,response,d,,408.29999999851134,400.09999999999854,408.29999999851134,408.29999999851134,400.09999999999854,408.29999999851134,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
41,1772646465048,04/03/2026 17:47:45,1772646465048,-8,04/03/2026 09:47:45,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.800000000003,1199.5,1199.800000000003,1199.800000000003,1199.5,1199.800000000003,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
42,1772646465548,04/03/2026 17:47:45,1772646465548,-8,04/03/2026 09:47:45,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,2,phonetic categorization,fixation,99n54d,1,timedOut,,,500.1999999985128,499.90000000000146,500.1999999985128,500.1999999985128,499.90000000000146,500.1999999985128,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+90.wav,,1,d,t,288,1,,,
43,1772646465553,04/03/2026 17:47:45,1772646465553,-8,04/03/2026 09:47:45,255858,14,task-pkec,,53388191,,15330547,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x900,,,0,Phonetic categorization,31,spreadsheet1_dt_d left,fail,pass,,$${overridespreadsheet},spreadsheet1_dt_d left,2,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,5.500000001491571,0,5.500000001491571,5.500000001491571,0,5.500000001491571,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+90.wav,,1,d,t,288,1,,,
