"display","trial_type","stim","word","VOT","label","condition","list_LSQ_variant","blockID","block","mean","sd","left","right","option_setup","progress_bar"
"phonetic categorization","exposure","din_30.wav","din","30","unlabeled","expo+20ms","A","B","2","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","din_40.wav","din","40","unlabeled","expo+20ms","A","B","2","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","din_55.wav","din","55","unlabeled","expo+20ms","A","B","2","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","dip_40.wav","dip","40","labeled","expo+20ms","A","B","2","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_40.wav","dip","40","labeled","expo+20ms","A","B","2","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_45.wav","dip","45","labeled","expo+20ms","A","B","2","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_60.wav","dip","60","labeled","expo+20ms","A","B","2","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_40.wav","dip","40","unlabeled","expo+20ms","A","B","2","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_45.wav","dip","45","unlabeled","expo+20ms","A","B","2","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_45.wav","dip","45","unlabeled","expo+20ms","A","B","2","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_45.wav","dip","45","unlabeled","expo+20ms","A","B","2","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dill_110.wav","till","110","labeled","expo+20ms","A","B","2","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_75.wav","till","75","labeled","expo+20ms","A","B","2","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_85.wav","till","85","labeled","expo+20ms","A","B","2","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_90.wav","till","90","labeled","expo+20ms","A","B","2","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_70.wav","till","70","unlabeled","expo+20ms","A","B","2","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_80.wav","till","80","unlabeled","expo+20ms","A","B","2","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_90.wav","till","90","unlabeled","expo+20ms","A","B","2","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_90.wav","till","90","unlabeled","expo+20ms","A","B","2","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","din_105.wav","tin","105","labeled","expo+20ms","A","B","2","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_75.wav","tin","75","labeled","expo+20ms","A","B","2","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_80.wav","tin","80","labeled","expo+20ms","A","B","2","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_85.wav","tin","85","labeled","expo+20ms","A","B","2","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_80.wav","tin","80","unlabeled","expo+20ms","A","B","2","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_85.wav","tin","85","unlabeled","expo+20ms","A","B","2","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_90.wav","tin","90","unlabeled","expo+20ms","A","B","2","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_90.wav","tin","90","unlabeled","expo+20ms","A","B","2","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","dip_100.wav","tip","100","labeled","expo+20ms","A","B","2","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_110.wav","tip","110","labeled","expo+20ms","A","B","2","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_85.wav","tip","85","labeled","expo+20ms","A","B","2","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_85.wav","tip","85","labeled","expo+20ms","A","B","2","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_75.wav","tip","75","unlabeled","expo+20ms","A","B","2","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_85.wav","tip","85","unlabeled","expo+20ms","A","B","2","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_85.wav","tip","85","unlabeled","expo+20ms","A","B","2","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_85.wav","tip","85","unlabeled","expo+20ms","A","B","2","50","16.431676725155","tip","dip","d-right","234"
"break1","","","","","","","","","","","","","","",""
"phonetic categorization","catch","flare.wav","flare",,,"expo+20ms","A","B","2",,,"flare","share","d-right","234"
"phonetic categorization","catch","flare.wav","flare",,,"expo+20ms","A","B","2",,,"flare","share","d-right","234"
"phonetic categorization","catch","rare.wav","rare",,,"expo+20ms","A","B","2",,,"rare","flare","d-right","234"
"phonetic categorization","catch","rare.wav","rare",,,"expo+20ms","A","B","2",,,"rare","flare","d-right","234"
"phonetic categorization","catch","share.wav","share",,,"expo+20ms","A","B","2",,,"rare","share","d-right","234"
"phonetic categorization","catch","share.wav","share",,,"expo+20ms","A","B","2",,,"rare","share","d-right","234"
"phonetic categorization","test","dill_40.wav","dill","40",,,,"T2","3",,,"till","dill","d-right","234"
"phonetic categorization","test","din_45.wav","din","45",,,,"T2","3",,,"tin","din","d-right","234"
"phonetic categorization","test","din_15.wav","din","15",,,,"T2","3",,,"tin","din","d-right","234"
"phonetic categorization","test","dip_50.wav","dip","50",,,,"T2","3",,,"tip","dip","d-right","234"
"phonetic categorization","test","din_25.wav","din","25",,,,"T2","3",,,"tin","din","d-right","234"
"phonetic categorization","test","dip_65.wav","dip","65",,,,"T2","3",,,"tip","dip","d-right","234"
"phonetic categorization","test","din_35.wav","din","35",,,,"T2","3",,,"tin","din","d-right","234"
"phonetic categorization","test","dip_-5.wav","dip","-5",,,,"T2","3",,,"tip","dip","d-right","234"
"phonetic categorization","test","dill_70.wav","dill","70",,,,"T2","3",,,"till","dill","d-right","234"
"phonetic categorization","test","dip_30.wav","dip","30",,,,"T2","3",,,"tip","dip","d-right","234"
"phonetic categorization","test","dill_5.wav","dill","5",,,,"T2","3",,,"till","dill","d-right","234"
"phonetic categorization","test","dill_55.wav","dill","55",,,,"T2","3",,,"till","dill","d-right","234"
"phonetic categorization","exposure","dill_35.wav","dill","35","labeled","expo+20ms","A","C","4","5","8.94427190999916","dill","din","d-right","234"
"phonetic categorization","exposure","dill_35.wav","dill","35","labeled","expo+20ms","A","C","4","5","8.94427190999916","dill","din","d-right","234"
"phonetic categorization","exposure","dill_45.wav","dill","45","labeled","expo+20ms","A","C","4","5","8.94427190999916","dill","din","d-right","234"
"phonetic categorization","exposure","dill_60.wav","dill","60","labeled","expo+20ms","A","C","4","5","8.94427190999916","dill","din","d-right","234"
"phonetic categorization","exposure","dill_25.wav","dill","25","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","till","dill","d-right","234"
"phonetic categorization","exposure","dill_45.wav","dill","45","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","till","dill","d-right","234"
"phonetic categorization","exposure","dill_45.wav","dill","45","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","till","dill","d-right","234"
"phonetic categorization","exposure","dill_55.wav","dill","55","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","till","dill","d-right","234"
"phonetic categorization","exposure","din_35.wav","din","35","labeled","expo+20ms","A","C","4","5","8.94427190999916","din","dill","d-right","234"
"phonetic categorization","exposure","din_45.wav","din","45","labeled","expo+20ms","A","C","4","5","8.94427190999916","din","dill","d-right","234"
"phonetic categorization","exposure","din_50.wav","din","50","labeled","expo+20ms","A","C","4","5","8.94427190999916","din","dill","d-right","234"
"phonetic categorization","exposure","din_50.wav","din","50","labeled","expo+20ms","A","C","4","5","8.94427190999916","din","dill","d-right","234"
"phonetic categorization","exposure","din_40.wav","din","40","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","din_45.wav","din","45","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","din_50.wav","din","50","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","din_50.wav","din","50","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","dip_35.wav","dip","35","labeled","expo+20ms","A","C","4","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_40.wav","dip","40","labeled","expo+20ms","A","C","4","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_45.wav","dip","45","labeled","expo+20ms","A","C","4","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_50.wav","dip","50","labeled","expo+20ms","A","C","4","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_20.wav","dip","20","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_35.wav","dip","35","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_40.wav","dip","40","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_50.wav","dip","50","unlabeled","expo+20ms","A","C","4","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dill_100.wav","till","100","labeled","expo+20ms","A","C","4","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_110.wav","till","110","labeled","expo+20ms","A","C","4","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_65.wav","till","65","labeled","expo+20ms","A","C","4","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_90.wav","till","90","labeled","expo+20ms","A","C","4","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_125.wav","till","125","unlabeled","expo+20ms","A","C","4","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_75.wav","till","75","unlabeled","expo+20ms","A","C","4","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_85.wav","till","85","unlabeled","expo+20ms","A","C","4","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_95.wav","till","95","unlabeled","expo+20ms","A","C","4","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","din_70.wav","tin","70","labeled","expo+20ms","A","C","4","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_75.wav","tin","75","labeled","expo+20ms","A","C","4","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_90.wav","tin","90","labeled","expo+20ms","A","C","4","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_95.wav","tin","95","labeled","expo+20ms","A","C","4","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_110.wav","tin","110","unlabeled","expo+20ms","A","C","4","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_70.wav","tin","70","unlabeled","expo+20ms","A","C","4","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_90.wav","tin","90","unlabeled","expo+20ms","A","C","4","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_90.wav","tin","90","unlabeled","expo+20ms","A","C","4","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","dip_110.wav","tip","110","labeled","expo+20ms","A","C","4","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_70.wav","tip","70","labeled","expo+20ms","A","C","4","50","16.431676725155","tip","tin","d-right","234"
"break2","","","","","","","","","","","","","","",""
"phonetic categorization","exposure","dip_80.wav","tip","80","labeled","expo+20ms","A","C","4","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_95.wav","tip","95","labeled","expo+20ms","A","C","4","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_105.wav","tip","105","unlabeled","expo+20ms","A","C","4","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_80.wav","tip","80","unlabeled","expo+20ms","A","C","4","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_85.wav","tip","85","unlabeled","expo+20ms","A","C","4","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_90.wav","tip","90","unlabeled","expo+20ms","A","C","4","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","catch","flare.wav","flare",,,"expo+20ms","A","C","4",,,"flare","share","d-right","234"
"phonetic categorization","catch","flare.wav","flare",,,"expo+20ms","A","C","4",,,"flare","share","d-right","234"
"phonetic categorization","catch","rare.wav","rare",,,"expo+20ms","A","C","4",,,"rare","flare","d-right","234"
"phonetic categorization","catch","rare.wav","rare",,,"expo+20ms","A","C","4",,,"rare","flare","d-right","234"
"phonetic categorization","catch","share.wav","share",,,"expo+20ms","A","C","4",,,"rare","share","d-right","234"
"phonetic categorization","catch","share.wav","share",,,"expo+20ms","A","C","4",,,"rare","share","d-right","234"
"phonetic categorization","test","din_40.wav","din","40",,,,"T3","5",,,"tin","din","d-right","234"
"phonetic categorization","test","dill_45.wav","dill","45",,,,"T3","5",,,"till","dill","d-right","234"
"phonetic categorization","test","dill_15.wav","dill","15",,,,"T3","5",,,"till","dill","d-right","234"
"phonetic categorization","test","din_50.wav","din","50",,,,"T3","5",,,"tin","din","d-right","234"
"phonetic categorization","test","dip_25.wav","dip","25",,,,"T3","5",,,"tip","dip","d-right","234"
"phonetic categorization","test","dill_65.wav","dill","65",,,,"T3","5",,,"till","dill","d-right","234"
"phonetic categorization","test","dip_35.wav","dip","35",,,,"T3","5",,,"tip","dip","d-right","234"
"phonetic categorization","test","din_-5.wav","din","-5",,,,"T3","5",,,"tin","din","d-right","234"
"phonetic categorization","test","dip_70.wav","dip","70",,,,"T3","5",,,"tip","dip","d-right","234"
"phonetic categorization","test","dill_30.wav","dill","30",,,,"T3","5",,,"till","dill","d-right","234"
"phonetic categorization","test","din_5.wav","din","5",,,,"T3","5",,,"tin","din","d-right","234"
"phonetic categorization","test","dip_55.wav","dip","55",,,,"T3","5",,,"tip","dip","d-right","234"
"phonetic categorization","exposure","dill_35.wav","dill","35","labeled","expo+20ms","A","A","6","5","8.94427190999916","dill","din","d-right","234"
"phonetic categorization","exposure","dill_35.wav","dill","35","labeled","expo+20ms","A","A","6","5","8.94427190999916","dill","din","d-right","234"
"phonetic categorization","exposure","dill_45.wav","dill","45","labeled","expo+20ms","A","A","6","5","8.94427190999916","dill","din","d-right","234"
"phonetic categorization","exposure","dill_55.wav","dill","55","labeled","expo+20ms","A","A","6","5","8.94427190999916","dill","din","d-right","234"
"phonetic categorization","exposure","dill_35.wav","dill","35","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","till","dill","d-right","234"
"phonetic categorization","exposure","dill_35.wav","dill","35","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","till","dill","d-right","234"
"phonetic categorization","exposure","dill_45.wav","dill","45","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","till","dill","d-right","234"
"phonetic categorization","exposure","dill_55.wav","dill","55","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","till","dill","d-right","234"
"phonetic categorization","exposure","din_40.wav","din","40","labeled","expo+20ms","A","A","6","5","8.94427190999916","din","dill","d-right","234"
"phonetic categorization","exposure","din_40.wav","din","40","labeled","expo+20ms","A","A","6","5","8.94427190999916","din","dill","d-right","234"
"phonetic categorization","exposure","din_45.wav","din","45","labeled","expo+20ms","A","A","6","5","8.94427190999916","din","dill","d-right","234"
"phonetic categorization","exposure","din_45.wav","din","45","labeled","expo+20ms","A","A","6","5","8.94427190999916","din","dill","d-right","234"
"phonetic categorization","exposure","din_40.wav","din","40","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","din_45.wav","din","45","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","din_45.wav","din","45","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","din_50.wav","din","50","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","tin","din","d-right","234"
"phonetic categorization","exposure","dip_30.wav","dip","30","labeled","expo+20ms","A","A","6","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_35.wav","dip","35","labeled","expo+20ms","A","A","6","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_50.wav","dip","50","labeled","expo+20ms","A","A","6","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_60.wav","dip","60","labeled","expo+20ms","A","A","6","5","8.94427190999916","din","dip","d-right","234"
"phonetic categorization","exposure","dip_40.wav","dip","40","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_40.wav","dip","40","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_50.wav","dip","50","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_60.wav","dip","60","unlabeled","expo+20ms","A","A","6","5","8.94427190999916","tip","dip","d-right","234"
"phonetic categorization","exposure","dill_105.wav","till","105","labeled","expo+20ms","A","A","6","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_115.wav","till","115","labeled","expo+20ms","A","A","6","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_85.wav","till","85","labeled","expo+20ms","A","A","6","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_95.wav","till","95","labeled","expo+20ms","A","A","6","50","16.431676725155","tin","till","d-right","234"
"phonetic categorization","exposure","dill_100.wav","till","100","unlabeled","expo+20ms","A","A","6","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_100.wav","till","100","unlabeled","expo+20ms","A","A","6","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_105.wav","till","105","unlabeled","expo+20ms","A","A","6","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","dill_90.wav","till","90","unlabeled","expo+20ms","A","A","6","50","16.431676725155","till","dill","d-right","234"
"phonetic categorization","exposure","din_100.wav","tin","100","labeled","expo+20ms","A","A","6","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_110.wav","tin","110","labeled","expo+20ms","A","A","6","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_115.wav","tin","115","labeled","expo+20ms","A","A","6","50","16.431676725155","till","tin","d-right","234"
"phonetic categorization","exposure","din_80.wav","tin","80","labeled","expo+20ms","A","A","6","50","16.431676725155","till","tin","d-right","234"
"break3","","","","","","","","","","","","","","",""
"phonetic categorization","exposure","din_80.wav","tin","80","unlabeled","expo+20ms","A","A","6","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_85.wav","tin","85","unlabeled","expo+20ms","A","A","6","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_85.wav","tin","85","unlabeled","expo+20ms","A","A","6","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","din_90.wav","tin","90","unlabeled","expo+20ms","A","A","6","50","16.431676725155","tin","din","d-right","234"
"phonetic categorization","exposure","dip_75.wav","tip","75","labeled","expo+20ms","A","A","6","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_85.wav","tip","85","labeled","expo+20ms","A","A","6","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_90.wav","tip","90","labeled","expo+20ms","A","A","6","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_90.wav","tip","90","labeled","expo+20ms","A","A","6","50","16.431676725155","tip","tin","d-right","234"
"phonetic categorization","exposure","dip_105.wav","tip","105","unlabeled","expo+20ms","A","A","6","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_60.wav","tip","60","unlabeled","expo+20ms","A","A","6","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_90.wav","tip","90","unlabeled","expo+20ms","A","A","6","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","exposure","dip_95.wav","tip","95","unlabeled","expo+20ms","A","A","6","50","16.431676725155","tip","dip","d-right","234"
"phonetic categorization","catch","flare.wav","flare",,,"expo+20ms","A","A","6",,,"flare","share","d-right","234"
"phonetic categorization","catch","flare.wav","flare",,,"expo+20ms","A","A","6",,,"flare","share","d-right","234"
"phonetic categorization","catch","rare.wav","rare",,,"expo+20ms","A","A","6",,,"rare","flare","d-right","234"
"phonetic categorization","catch","rare.wav","rare",,,"expo+20ms","A","A","6",,,"rare","flare","d-right","234"
"phonetic categorization","catch","share.wav","share",,,"expo+20ms","A","A","6",,,"rare","share","d-right","234"
"phonetic categorization","catch","share.wav","share",,,"expo+20ms","A","A","6",,,"rare","share","d-right","234"
"phonetic categorization","test","dip_30.wav","dip","30",,,,"T4","7",,,"tip","dip","d-right","234"
"phonetic categorization","test","dip_45.wav","dip","45",,,,"T4","7",,,"tip","dip","d-right","234"
"phonetic categorization","test","dill_55.wav","dill","55",,,,"T4","7",,,"till","dill","d-right","234"
"phonetic categorization","test","din_40.wav","din","40",,,,"T4","7",,,"tin","din","d-right","234"
"phonetic categorization","test","dip_-5.wav","dip","-5",,,,"T4","7",,,"tip","dip","d-right","234"
"phonetic categorization","test","din_65.wav","din","65",,,,"T4","7",,,"tin","din","d-right","234"
"phonetic categorization","test","dill_70.wav","dill","70",,,,"T4","7",,,"till","dill","d-right","234"
"phonetic categorization","test","dip_15.wav","dip","15",,,,"T4","7",,,"tip","dip","d-right","234"
"phonetic categorization","test","din_25.wav","din","25",,,,"T4","7",,,"tin","din","d-right","234"
"phonetic categorization","test","dill_35.wav","dill","35",,,,"T4","7",,,"till","dill","d-right","234"
"phonetic categorization","test","dill_5.wav","dill","5",,,,"T4","7",,,"till","dill","d-right","234"
"phonetic categorization","test","din_50.wav","din","50",,,,"T4","7",,,"tin","din","d-right","234"
"phonetic categorization","test","din_30.wav","din","30",,,,"T5","8",,,"tin","din","d-right","234"
"phonetic categorization","test","din_45.wav","din","45",,,,"T5","8",,,"tin","din","d-right","234"
"phonetic categorization","test","din_55.wav","din","55",,,,"T5","8",,,"tin","din","d-right","234"
"phonetic categorization","test","dill_40.wav","dill","40",,,,"T5","8",,,"till","dill","d-right","234"
"phonetic categorization","test","dill_-5.wav","dill","-5",,,,"T5","8",,,"till","dill","d-right","234"
"phonetic categorization","test","dip_65.wav","dip","65",,,,"T5","8",,,"tip","dip","d-right","234"
"phonetic categorization","test","dip_70.wav","dip","70",,,,"T5","8",,,"tip","dip","d-right","234"
"phonetic categorization","test","dill_15.wav","dill","15",,,,"T5","8",,,"till","dill","d-right","234"
"phonetic categorization","test","dip_25.wav","dip","25",,,,"T5","8",,,"tip","dip","d-right","234"
"phonetic categorization","test","din_35.wav","din","35",,,,"T5","8",,,"tin","din","d-right","234"
"phonetic categorization","test","dip_5.wav","dip","5",,,,"T5","8",,,"tip","dip","d-right","234"
"phonetic categorization","test","dill_50.wav","dill","50",,,,"T5","8",,,"till","dill","d-right","234"
"phonetic categorization","test","dill_30.wav","dill","30",,,,"T6","9",,,"till","dill","d-right","234"
"phonetic categorization","test","dill_45.wav","dill","45",,,,"T6","9",,,"till","dill","d-right","234"
"phonetic categorization","test","dip_55.wav","dip","55",,,,"T6","9",,,"tip","dip","d-right","234"
"phonetic categorization","test","dip_40.wav","dip","40",,,,"T6","9",,,"tip","dip","d-right","234"
"phonetic categorization","test","din_-5.wav","din","-5",,,,"T6","9",,,"tin","din","d-right","234"
"phonetic categorization","test","dill_65.wav","dill","65",,,,"T6","9",,,"till","dill","d-right","234"
"phonetic categorization","test","din_70.wav","din","70",,,,"T6","9",,,"tin","din","d-right","234"
"phonetic categorization","test","din_15.wav","din","15",,,,"T6","9",,,"tin","din","d-right","234"
"phonetic categorization","test","dill_25.wav","dill","25",,,,"T6","9",,,"till","dill","d-right","234"
