"display","trial_type","stim","word","VOT","label","condition","list_LSQ_variant","blockID","block","list","mean","sd","left","right","option_setup","progress_bar"
"phonetic categorization","exposure","dill_85.wav","till",85,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","din_30.wav","tin",30,"labeled","expo-20ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_35.wav","tin",35,"labeled","expo-20ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_50.wav","tin",50,"labeled","expo-20ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_55.wav","tin",55,"labeled","expo-20ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_30.wav","tin",30,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_50.wav","tin",50,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_50.wav","tin",50,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_70.wav","tin",70,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","dip_30.wav","tip",30,"labeled","expo-20ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_40.wav","tip",40,"labeled","expo-20ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_55.wav","tip",55,"labeled","expo-20ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_70.wav","tip",70,"labeled","expo-20ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_40.wav","tip",40,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_45.wav","tip",45,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_50.wav","tip",50,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_65.wav","tip",65,"unlabeled","expo-20ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","catch","flare.wav","flare",NA,NA,"expo-20ms","A","C",6,"A",NA,NA,"flare","share","d-left",234
"phonetic categorization","catch","flare.wav","flare",NA,NA,"expo-20ms","A","C",6,"A",NA,NA,"flare","share","d-left",234
"phonetic categorization","catch","rare.wav","rare",NA,NA,"expo-20ms","A","C",6,"A",NA,NA,"rare","flare","d-left",234
"phonetic categorization","catch","rare.wav","rare",NA,NA,"expo-20ms","A","C",6,"A",NA,NA,"rare","flare","d-left",234
"phonetic categorization","catch","share.wav","share",NA,NA,"expo-20ms","A","C",6,"A",NA,NA,"rare","share","d-left",234
"phonetic categorization","catch","share.wav","share",NA,NA,"expo-20ms","A","C",6,"A",NA,NA,"rare","share","d-left",234
