"display","trial_type","stim","word","VOT","label","condition","list_LSQ_variant","blockID","block","list","mean","sd","left","right","option_setup","progress_bar"
"phonetic categorization","exposure","dill_90.wav","till",90,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"tin","till","d-left",234
"phonetic categorization","exposure","dill_125.wav","till",125,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","dill_75.wav","till",75,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","dill_85.wav","till",85,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","dill_95.wav","till",95,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","din_70.wav","tin",70,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_75.wav","tin",75,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_90.wav","tin",90,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_95.wav","tin",95,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_110.wav","tin",110,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_70.wav","tin",70,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_90.wav","tin",90,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_90.wav","tin",90,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","dip_110.wav","tip",110,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_70.wav","tip",70,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_80.wav","tip",80,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_95.wav","tip",95,"labeled","expo+20ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_105.wav","tip",105,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_80.wav","tip",80,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_85.wav","tip",85,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_90.wav","tip",90,"unlabeled","expo+20ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","catch","flare.wav","flare",NA,NA,"expo+20ms","A","C",6,"A",NA,NA,"flare","share","d-left",234
"phonetic categorization","catch","flare.wav","flare",NA,NA,"expo+20ms","A","C",6,"A",NA,NA,"flare","share","d-left",234
"phonetic categorization","catch","rare.wav","rare",NA,NA,"expo+20ms","A","C",6,"A",NA,NA,"rare","flare","d-left",234
"phonetic categorization","catch","rare.wav","rare",NA,NA,"expo+20ms","A","C",6,"A",NA,NA,"rare","flare","d-left",234
"phonetic categorization","catch","share.wav","share",NA,NA,"expo+20ms","A","C",6,"A",NA,NA,"rare","share","d-left",234
"phonetic categorization","catch","share.wav","share",NA,NA,"expo+20ms","A","C",6,"A",NA,NA,"rare","share","d-left",234
