"display","trial_type","stim","word","VOT","label","condition","list_LSQ_variant","blockID","block","list","mean","sd","left","right","option_setup","progress_bar"
"phonetic categorization","exposure","dill_45.wav","till",45,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","dill_55.wav","till",55,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","dill_65.wav","till",65,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","dill_95.wav","till",95,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"dill","till","d-left",234
"phonetic categorization","exposure","din_40.wav","tin",40,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_45.wav","tin",45,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_60.wav","tin",60,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_65.wav","tin",65,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"till","tin","d-left",234
"phonetic categorization","exposure","din_40.wav","tin",40,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_60.wav","tin",60,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_60.wav","tin",60,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","din_80.wav","tin",80,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"din","tin","d-left",234
"phonetic categorization","exposure","dip_40.wav","tip",40,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_50.wav","tip",50,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_65.wav","tip",65,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_80.wav","tip",80,"labeled","expo-10ms","A","C",6,"A",50,16.431676725155,"tip","tin","d-left",234
"phonetic categorization","exposure","dip_50.wav","tip",50,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_55.wav","tip",55,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_60.wav","tip",60,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","exposure","dip_75.wav","tip",75,"unlabeled","expo-10ms","A","C",6,"A",50,16.431676725155,"dip","tip","d-left",234
"phonetic categorization","catch","flare.wav","flare",NA,NA,"expo-10ms","A","C",6,"A",NA,NA,"flare","share","d-left",234
"phonetic categorization","catch","flare.wav","flare",NA,NA,"expo-10ms","A","C",6,"A",NA,NA,"flare","share","d-left",234
"phonetic categorization","catch","rare.wav","rare",NA,NA,"expo-10ms","A","C",6,"A",NA,NA,"rare","flare","d-left",234
"phonetic categorization","catch","rare.wav","rare",NA,NA,"expo-10ms","A","C",6,"A",NA,NA,"rare","flare","d-left",234
"phonetic categorization","catch","share.wav","share",NA,NA,"expo-10ms","A","C",6,"A",NA,NA,"rare","share","d-left",234
"phonetic categorization","catch","share.wav","share",NA,NA,"expo-10ms","A","C",6,"A",NA,NA,"rare","share","d-left",234
