Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,branch-b6g2,branch-ahcf,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Store: target
11,1773236145778,11/03/2026 13:35:45,1773236145778,-5,11/03/2026 08:35:45,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,2,practice,soundplay,d8epi7,2,info,audio finished,,467.8000000000029,467.1000000000058,467.8000000000029,467.8000000000029,467.1000000000058,467.8000000000029,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+105.wav,,,t,d,,5,,,
12,1773236145778,11/03/2026 13:35:45,1773236145778,-5,11/03/2026 08:35:45,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,2,practice,soundplay,d8epi7,2,continue,,,468.10000000074797,467.1000000000058,468.10000000074797,468.10000000074797,467.1000000000058,468.10000000074797,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+105.wav,,,t,d,,5,,,
13,1773236147820,11/03/2026 13:35:47,1773236147820,-5,11/03/2026 08:35:47,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,2,practice,2AFC,9mjind,3,response,t,,2043.299999997762,2035,2043.299999997762,2043.299999997762,2035,2043.299999997762,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+105.wav,,,t,d,,5,,,
14,1773236149014,11/03/2026 13:35:49,1773236149014,-5,11/03/2026 08:35:49,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,2,practice,1.2 second pause,uqcoka,4,timedOut,,,1202.399999999252,1201.0999999999913,1202.399999999252,1202.399999999252,1201.0999999999913,1202.399999999252,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+105.wav,,,t,d,,5,,,
15,1773236149514,11/03/2026 13:35:49,1773236149514,-5,11/03/2026 08:35:49,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,3,practice,fixation,8ljn8d,1,timedOut,,,500.69999999777065,500.40000000000873,500.69999999777065,500.69999999777065,500.40000000000873,500.69999999777065,1,0,0,,Time Limit,screen,0,screen,practice,,din_-15.wav,,,t,d,,5,,,
16,1773236149516,11/03/2026 13:35:49,1773236149516,-5,11/03/2026 08:35:49,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,3,practice,soundplay,d8epi7,2,info,audio started,,2.5999999985069735,0,2.5999999985069735,2.5999999985069735,0,2.5999999985069735,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_-15.wav,,,t,d,,5,,,
17,1773236149857,11/03/2026 13:35:49,1773236149857,-5,11/03/2026 08:35:49,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,3,practice,soundplay,d8epi7,2,info,audio finished,,343.599999998507,333.59999999999127,343.599999998507,343.599999998507,333.59999999999127,343.599999998507,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_-15.wav,,,t,d,,5,,,
18,1773236149858,11/03/2026 13:35:49,1773236149858,-5,11/03/2026 08:35:49,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,3,practice,soundplay,d8epi7,2,continue,,,344.099999998507,333.59999999999127,344.099999998507,344.099999998507,333.59999999999127,344.099999998507,1,0,0,,Audio Clip,Audio,1,object-217,practice,,din_-15.wav,,,t,d,,5,,,
19,1773236151372,11/03/2026 13:35:51,1773236151372,-5,11/03/2026 08:35:51,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,3,practice,2AFC,9mjind,3,response,t,,1524.7999999992608,1518,1524.7999999992608,1524.7999999992608,1518,1524.7999999992608,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,din_-15.wav,,,t,d,,5,,,
20,1773236152567,11/03/2026 13:35:52,1773236152567,-5,11/03/2026 08:35:52,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,3,practice,1.2 second pause,uqcoka,4,timedOut,,,1201.4999999985157,1201,1201.4999999985157,1201.4999999985157,1201,1201.4999999985157,1,0,0,,Time Limit,screen,0,screen,practice,,din_-15.wav,,,t,d,,5,,,
21,1773236153067,11/03/2026 13:35:53,1773236153067,-5,11/03/2026 08:35:53,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,4,practice,fixation,8ljn8d,1,timedOut,,,501.19999999777065,500.40000000000873,501.19999999777065,501.19999999777065,500.40000000000873,501.19999999777065,1,0,0,,Time Limit,screen,0,screen,practice,,dill_+115.wav,,,t,d,,5,,,
22,1773236153070,11/03/2026 13:35:53,1773236153070,-5,11/03/2026 08:35:53,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,4,practice,soundplay,d8epi7,2,info,audio started,,3.2999999977619154,0,3.2999999977619154,3.2999999977619154,0,3.2999999977619154,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+115.wav,,,t,d,,5,,,
23,1773236153484,11/03/2026 13:35:53,1773236153484,-5,11/03/2026 08:35:53,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,4,practice,soundplay,d8epi7,2,info,audio finished,,417.2999999977619,400.6999999999971,417.2999999977619,417.2999999977619,400.6999999999971,417.2999999977619,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+115.wav,,,t,d,,5,,,
24,1773236153484,11/03/2026 13:35:53,1773236153484,-5,11/03/2026 08:35:53,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,4,practice,soundplay,d8epi7,2,continue,,,417.5,400.6999999999971,417.5,417.5,400.6999999999971,417.5,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+115.wav,,,t,d,,5,,,
25,1773236155245,11/03/2026 13:35:55,1773236155245,-5,11/03/2026 08:35:55,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,4,practice,2AFC,9mjind,3,response,t,,1777.5999999977648,1768.199999999997,1777.5999999977648,1777.5999999977648,1768.199999999997,1777.5999999977648,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dill_+115.wav,,,t,d,,5,,,
26,1773236156437,11/03/2026 13:35:56,1773236156437,-5,11/03/2026 08:35:56,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,4,practice,1.2 second pause,uqcoka,4,timedOut,,,1201.3999999977677,1200.699999999997,1201.3999999977677,1201.3999999977677,1200.699999999997,1201.3999999977677,1,0,0,,Time Limit,screen,0,screen,practice,,dill_+115.wav,,,t,d,,5,,,
27,1773236156937,11/03/2026 13:35:56,1773236156937,-5,11/03/2026 08:35:56,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,5,practice,fixation,8ljn8d,1,timedOut,,,500.9999999985157,500.40000000000873,500.9999999985157,500.9999999985157,500.40000000000873,500.9999999985157,1,0,0,,Time Limit,screen,0,screen,practice,,pright_ame.mp3,,,t,d,,5,,,
28,1773236156939,11/03/2026 13:35:56,1773236156939,-5,11/03/2026 08:35:56,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,5,practice,soundplay,d8epi7,2,info,audio started,,2.6999999999970896,0,2.6999999999970896,2.6999999999970896,0,2.6999999999970896,0,0,0,,Audio Clip,Audio,1,object-217,practice,,pright_ame.mp3,,,t,d,,5,,,
29,1773236159055,11/03/2026 13:35:59,1773236159055,-5,11/03/2026 08:35:59,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,5,practice,soundplay,d8epi7,2,info,audio finished,,2118.099999998507,2101.800000000003,2118.099999998507,2118.099999998507,2101.800000000003,2118.099999998507,0,0,0,,Audio Clip,Audio,1,object-217,practice,,pright_ame.mp3,,,t,d,,5,,,
30,1773236159055,11/03/2026 13:35:59,1773236159055,-5,11/03/2026 08:35:59,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,5,practice,soundplay,d8epi7,2,continue,,,2118.399999999252,2101.800000000003,2118.399999999252,2118.399999999252,2101.800000000003,2118.399999999252,1,0,0,,Audio Clip,Audio,1,object-217,practice,,pright_ame.mp3,,,t,d,,5,,,
31,1773236159309,11/03/2026 13:35:59,1773236159309,-5,11/03/2026 08:35:59,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,5,practice,2AFC,9mjind,3,response,d,,270.5999999992491,267.3999999999942,270.5999999992491,270.5999999992491,267.3999999999942,270.5999999992491,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,pright_ame.mp3,,,t,d,,5,,,
32,1773236160507,11/03/2026 13:36:00,1773236160507,-5,11/03/2026 08:36:00,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,5,practice,1.2 second pause,uqcoka,4,timedOut,,,1201.5,1200.699999999997,1201.5,1201.5,1200.699999999997,1201.5,1,0,0,,Time Limit,screen,0,screen,practice,,pright_ame.mp3,,,t,d,,5,,,
33,1773236163894,11/03/2026 13:36:03,1773236163894,-5,11/03/2026 08:36:03,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,preparation buffer,Screen 1,3mqwag,1,continue,,,3387.600000000748,3386.100000000006,3387.600000000748,3387.600000000748,3386.100000000006,3387.600000000748,1,0,0,,Click To Continue,Continue Button,1,object-231,preparation buffer,,,,,t,d,,,,,
34,1773236171717,11/03/2026 13:36:11,1773236171717,-5,11/03/2026 08:36:11,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,preparation buffer,Screen 4,xozot8,2,continue,,,7823,7806.699999999997,7823,7823,7806.699999999997,7823,1,0,0,,Click To Continue,Continue Button,1,object-322,preparation buffer,,,,,t,d,,,,,
35,1773236176705,11/03/2026 13:36:16,1773236176705,-5,11/03/2026 08:36:16,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,preparation buffer,Screen 2,h3fw5o,3,timedOut,,,5005.5,5004.699999999997,5005.5,5005.5,5004.699999999997,5005.5,1,0,0,,Time Limit,screen,0,screen,preparation buffer,,,,,t,d,,,,,
36,1773236177205,11/03/2026 13:36:17,1773236177205,-5,11/03/2026 08:36:17,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,phonetic categorization,fixation,99n54d,1,timedOut,,,500.8000000000029,500.1999999999971,500.8000000000029,500.8000000000029,500.1999999999971,500.8000000000029,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+80.wav,,1,t,d,288,1,,,
37,1773236177207,11/03/2026 13:36:17,1773236177207,-5,11/03/2026 08:36:17,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.400000000750879,0,2.400000000750879,2.400000000750879,0,2.400000000750879,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+80.wav,,1,t,d,288,1,,,
38,1773236177654,11/03/2026 13:36:17,1773236177654,-5,11/03/2026 08:36:17,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,449.4999999985157,433.5,449.4999999985157,449.4999999985157,433.5,449.4999999985157,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+80.wav,,1,t,d,288,1,,,
39,1773236177654,11/03/2026 13:36:17,1773236177654,-5,11/03/2026 08:36:17,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,phonetic categorization,soundplay,x8jhtp,2,continue,,,449.79999999926076,433.5,449.79999999926076,449.79999999926076,433.5,449.79999999926076,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+80.wav,,1,t,d,288,1,,,
40,1773236178230,11/03/2026 13:36:18,1773236178230,-5,11/03/2026 08:36:18,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,phonetic categorization,2AFC,6i7z8o,3,response,t,,592.1000000000058,584,592.1000000000058,592.1000000000058,584,592.1000000000058,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+80.wav,,1,t,d,288,1,,,
41,1773236179424,11/03/2026 13:36:19,1773236179424,-5,11/03/2026 08:36:19,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,1,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1202.1000000000058,1201.300000000003,1202.1000000000058,1202.1000000000058,1201.300000000003,1202.1000000000058,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+80.wav,,1,t,d,288,1,,,
42,1773236179924,11/03/2026 13:36:19,1773236179924,-5,11/03/2026 08:36:19,255858,16,task-pkec,,53641867,BLINDED,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,2,phonetic categorization,fixation,99n54d,1,timedOut,,,500.99999999925785,500.1999999999971,500.99999999925785,500.99999999925785,500.1999999999971,500.99999999925785,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+15.wav,,1,t,d,288,1,,,
