Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,branch-b6g2,branch-ahcf,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Store: target
15,1773243061675,11/03/2026 15:31:01,1773243061675,-4,11/03/2026 11:31:01,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,fixation,8ljn8d,1,timedOut,,,500.0999999523192,499.6000000000058,500.0999999523192,500.0999999523192,499.6000000000058,500.0999999523192,1,0,0,,Time Limit,screen,0,screen,practice,,dill_+115.wav,,,d,t,,5,,,
16,1773243061678,11/03/2026 15:31:01,1773243061678,-4,11/03/2026 11:31:01,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,soundplay,d8epi7,2,info,audio started,,2.8999998092622263,0,2.8999998092622263,2.8999998092622263,0,2.8999998092622263,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+115.wav,,,d,t,,5,,,
17,1773243062091,11/03/2026 15:31:02,1773243062091,-4,11/03/2026 11:31:02,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,soundplay,d8epi7,2,info,audio finished,,415.9999999523134,399.79999999999563,415.9999999523134,415.9999999523134,399.79999999999563,415.9999999523134,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+115.wav,,,d,t,,5,,,
18,1773243062091,11/03/2026 15:31:02,1773243062091,-4,11/03/2026 11:31:02,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,soundplay,d8epi7,2,continue,,,416.4999999523134,399.79999999999563,416.4999999523134,416.4999999523134,399.79999999999563,416.4999999523134,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_+115.wav,,,d,t,,5,,,
19,1773243063726,11/03/2026 15:31:03,1773243063726,-4,11/03/2026 11:31:03,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,2AFC,9mjind,3,response,t,,1651.499999904634,1648.5,1651.499999904634,1651.499999904634,1648.5,1651.499999904634,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dill_+115.wav,,,d,t,,5,,,
20,1773243064923,11/03/2026 15:31:04,1773243064923,-4,11/03/2026 11:31:04,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,3,practice,1.2 second pause,uqcoka,4,timedOut,,,1199.4000000000015,1199.0999999999985,1199.4000000000015,1199.4000000000015,1199.0999999999985,1199.4000000000015,1,0,0,,Time Limit,screen,0,screen,practice,,dill_+115.wav,,,d,t,,5,,,
21,1773243065422,11/03/2026 15:31:05,1773243065422,-4,11/03/2026 11:31:05,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,fixation,8ljn8d,1,timedOut,,,499.8999999046355,499.5,499.8999999046355,499.8999999046355,499.5,499.8999999046355,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+105.wav,,,d,t,,5,,,
22,1773243065428,11/03/2026 15:31:05,1773243065428,-4,11/03/2026 11:31:05,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,soundplay,d8epi7,2,info,audio started,,6.30000000000291,0,6.30000000000291,6.30000000000291,0,6.30000000000291,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+105.wav,,,d,t,,5,,,
23,1773243065891,11/03/2026 15:31:05,1773243065891,-4,11/03/2026 11:31:05,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,soundplay,d8epi7,2,info,audio finished,,468.8999999046355,466.40000000000873,468.8999999046355,468.8999999046355,466.40000000000873,468.8999999046355,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+105.wav,,,d,t,,5,,,
24,1773243065891,11/03/2026 15:31:05,1773243065891,-4,11/03/2026 11:31:05,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,soundplay,d8epi7,2,continue,,,469.19999985695176,466.40000000000873,469.19999985695176,469.19999985695176,466.40000000000873,469.19999985695176,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+105.wav,,,d,t,,5,,,
25,1773243066646,11/03/2026 15:31:06,1773243066646,-4,11/03/2026 11:31:06,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,2AFC,9mjind,3,response,t,,757.5999998092593,749.2999999999884,757.5999998092593,757.5999998092593,749.2999999999884,757.5999998092593,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+105.wav,,,d,t,,5,,,
26,1773243067837,11/03/2026 15:31:07,1773243067837,-4,11/03/2026 11:31:07,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,4,practice,1.2 second pause,uqcoka,4,timedOut,,,1199.399999952322,1199,1199.399999952322,1199.399999952322,1199,1199.399999952322,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+105.wav,,,d,t,,5,,,
27,1773243068337,11/03/2026 15:31:08,1773243068337,-4,11/03/2026 11:31:08,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,fixation,8ljn8d,1,timedOut,,,500.1999999046384,499.70000000001164,500.1999999046384,500.1999999046384,499.70000000001164,500.1999999046384,1,0,0,,Time Limit,screen,0,screen,practice,,pleft_ame.mp3,,,d,t,,5,,,
28,1773243068341,11/03/2026 15:31:08,1773243068341,-4,11/03/2026 11:31:08,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,soundplay,d8epi7,2,info,audio started,,5.199999952310463,0,5.199999952310463,5.199999952310463,0,5.199999952310463,0,0,0,,Audio Clip,Audio,1,object-217,practice,,pleft_ame.mp3,,,d,t,,5,,,
29,1773243070746,11/03/2026 15:31:10,1773243070746,-4,11/03/2026 11:31:10,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,soundplay,d8epi7,2,info,audio finished,,2409.4999999046267,2398,2409.4999999046267,2409.4999999046267,2398,2409.4999999046267,0,0,0,,Audio Clip,Audio,1,object-217,practice,,pleft_ame.mp3,,,d,t,,5,,,
30,1773243070746,11/03/2026 15:31:10,1773243070746,-4,11/03/2026 11:31:10,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,soundplay,d8epi7,2,continue,,,2409.6999999523105,2398,2409.6999999523105,2409.6999999523105,2398,2409.6999999523105,1,0,0,,Audio Clip,Audio,1,object-217,practice,,pleft_ame.mp3,,,d,t,,5,,,
31,1773243073734,11/03/2026 15:31:13,1773243073734,-4,11/03/2026 11:31:13,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,2AFC,9mjind,3,response,d,,3000.299999856943,2997.5999999999913,3000.299999856943,3000.299999856943,2997.5999999999913,3000.299999856943,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,pleft_ame.mp3,,,d,t,,5,,,
32,1773243074931,11/03/2026 15:31:14,1773243074931,-4,11/03/2026 11:31:14,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,5,practice,1.2 second pause,uqcoka,4,timedOut,,,1199.1999998569518,1198.9000000000087,1199.1999998569518,1199.1999998569518,1198.9000000000087,1199.1999998569518,1,0,0,,Time Limit,screen,0,screen,practice,,pleft_ame.mp3,,,d,t,,5,,,
33,1773243077503,11/03/2026 15:31:17,1773243077503,-4,11/03/2026 11:31:17,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,preparation buffer,Screen 1,3mqwag,1,continue,,,2572.1999999523105,2564.5999999999913,2572.1999999523105,2572.1999999523105,2564.5999999999913,2572.1999999523105,1,0,0,,Click To Continue,Continue Button,1,object-231,preparation buffer,,,,,d,t,,,,,
34,1773243091686,11/03/2026 15:31:31,1773243091686,-4,11/03/2026 11:31:31,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,preparation buffer,Screen 4,xozot8,2,continue,,,14190.899999904635,14188.300000000003,14190.899999904635,14190.899999904635,14188.300000000003,14190.899999904635,1,0,0,,Click To Continue,Continue Button,1,object-322,preparation buffer,,,,,d,t,,,,,
35,1773243096680,11/03/2026 15:31:36,1773243096680,-4,11/03/2026 11:31:36,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,preparation buffer,Screen 2,h3fw5o,3,timedOut,,,4996.199999809265,4995.899999999994,4996.199999809265,4996.199999809265,4995.899999999994,4996.199999809265,1,0,0,,Time Limit,screen,0,screen,preparation buffer,,,,,d,t,,,,,
36,1773243097180,11/03/2026 15:31:37,1773243097180,-4,11/03/2026 11:31:37,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,fixation,99n54d,1,timedOut,,,500.6999999046384,499.5,500.6999999046384,500.6999999046384,499.5,500.6999999046384,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
37,1773243097181,11/03/2026 15:31:37,1773243097181,-4,11/03/2026 11:31:37,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.6000000000058208,0,2.6000000000058208,2.6000000000058208,0,2.6000000000058208,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
38,1773243097530,11/03/2026 15:31:37,1773243097530,-4,11/03/2026 11:31:37,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,351.1000000000058,349.8000000000029,351.1000000000058,351.1000000000058,349.8000000000029,351.1000000000058,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
39,1773243097530,11/03/2026 15:31:37,1773243097530,-4,11/03/2026 11:31:37,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,soundplay,x8jhtp,2,continue,,,351.4999998569547,349.8000000000029,351.4999998569547,351.4999998569547,349.8000000000029,351.4999998569547,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
40,1773243098595,11/03/2026 15:31:38,1773243098595,-4,11/03/2026 11:31:38,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,2AFC,6i7z8o,3,response,t,,1064.8999999046355,1049.1000000000058,1064.8999999046355,1064.8999999046355,1049.1000000000058,1064.8999999046355,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
41,1773243099777,11/03/2026 15:31:39,1773243099777,-4,11/03/2026 11:31:39,255858,16,task-pkec,,53648284,BLINDED,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,1,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.3999998092622,1199,1199.3999998092622,1199.3999998092622,1199,1199.3999998092622,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_-10.wav,,1,d,t,288,1,,,
