Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Spreadsheet: VOT,Spreadsheet: center,Spreadsheet: block,Spreadsheet: label,Spreadsheet: session,Spreadsheet: stage,Spreadsheet: progress_bar,Spreadsheet: word_display,Spreadsheet: trial_type,Spreadsheet: list_LSQ_variant,Spreadsheet: blockID,Spreadsheet: mean,Spreadsheet: sd,Spreadsheet: option_setup,Spreadsheet: token_category,Store: target
25,1784155727981,15/07/2026 22:48:47,1784155727981,-7,15/07/2026 15:48:47,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,soundplay,d8epi7,3,info,audio finished,,413.09999999999854,408.1999999999971,413.09999999999854,413.09999999999854,408.1999999999971,413.09999999999854,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
26,1784155727982,15/07/2026 22:48:47,1784155727982,-7,15/07/2026 15:48:47,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,soundplay,d8epi7,3,continue,,,413.89999995231483,408.1999999999971,413.89999995231483,413.89999995231483,408.1999999999971,413.89999995231483,1,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
27,1784155728319,15/07/2026 22:48:48,1784155728319,-7,15/07/2026 15:48:48,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,2AFC,9mjind,4,response,tin,,342.20000000000437,333.20000000000437,342.20000000000437,342.20000000000437,333.20000000000437,342.20000000000437,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
28,1784155729509,15/07/2026 22:48:49,1784155729509,-7,15/07/2026 15:48:49,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,1.2 second pause,uqcoka,5,timedOut,,,1199.2999999046297,1199,1199.2999999046297,1199.2999999046297,1199,1199.2999999046297,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
29,1784155730010,15/07/2026 22:48:50,1784155730010,-7,15/07/2026 15:48:50,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,fixation,8ljn8d,1,timedOut,,,501.29999990462966,500.5,501.29999990462966,501.29999990462966,500.5,501.29999990462966,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
30,1784155730510,15/07/2026 22:48:50,1784155730510,-7,15/07/2026 15:48:50,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,show option,3my457,2,timedOut,,,500.9999999523134,500.79999999999563,500.9999999523134,500.9999999523134,500.79999999999563,500.9999999523134,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
31,1784155730513,15/07/2026 22:48:50,1784155730513,-7,15/07/2026 15:48:50,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,soundplay,d8epi7,3,info,audio started,,3.2999998569503077,0,3.2999998569503077,3.2999998569503077,0,3.2999998569503077,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
32,1784155730986,15/07/2026 22:48:50,1784155730986,-7,15/07/2026 15:48:50,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,soundplay,d8epi7,3,info,audio finished,,475.90000000000146,474.90000000000146,475.90000000000146,475.90000000000146,474.90000000000146,475.90000000000146,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
33,1784155730986,15/07/2026 22:48:50,1784155730986,-7,15/07/2026 15:48:50,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,soundplay,d8epi7,3,continue,,,476.90000000000146,474.90000000000146,476.90000000000146,476.90000000000146,474.90000000000146,476.90000000000146,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
34,1784155731202,15/07/2026 22:48:51,1784155731202,-7,15/07/2026 15:48:51,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,2AFC,9mjind,4,response,tip,,216.1999999999971,208.09999999999854,216.1999999999971,216.1999999999971,208.09999999999854,216.1999999999971,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
35,1784155732393,15/07/2026 22:48:52,1784155732393,-7,15/07/2026 15:48:52,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,1.2 second pause,uqcoka,5,timedOut,,,1199.7999998569503,1199.5,1199.7999998569503,1199.7999998569503,1199.5,1199.7999998569503,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
36,1784155732893,15/07/2026 22:48:52,1784155732893,-7,15/07/2026 15:48:52,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,fixation,8ljn8d,1,timedOut,,,500.499999904634,500.09999999999854,500.499999904634,500.499999904634,500.09999999999854,500.499999904634,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
37,1784155733393,15/07/2026 22:48:53,1784155733393,-7,15/07/2026 15:48:53,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,show option,3my457,2,timedOut,,,500.8999999046355,500.70000000000437,500.8999999046355,500.8999999046355,500.70000000000437,500.8999999046355,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
38,1784155733396,15/07/2026 22:48:53,1784155733396,-7,15/07/2026 15:48:53,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,soundplay,d8epi7,3,info,audio started,,3.4999998569473973,0,3.4999998569473973,3.4999998569473973,0,3.4999998569473973,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
39,1784155733873,15/07/2026 22:48:53,1784155733873,-7,15/07/2026 15:48:53,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,soundplay,d8epi7,3,info,audio finished,,480.2999998092637,475.09999999999854,480.2999998092637,480.2999998092637,475.09999999999854,480.2999998092637,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
40,1784155733874,15/07/2026 22:48:53,1784155733874,-7,15/07/2026 15:48:53,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,soundplay,d8epi7,3,continue,,,481.1999999046311,475.09999999999854,481.1999999046311,481.1999999046311,475.09999999999854,481.1999999046311,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
41,1784155734320,15/07/2026 22:48:54,1784155734320,-7,15/07/2026 15:48:54,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,2AFC,9mjind,4,response,tip,,452.2999999523163,449.8000000000029,452.2999999523163,452.2999999523163,449.8000000000029,452.2999999523163,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
42,1784155735518,15/07/2026 22:48:55,1784155735518,-7,15/07/2026 15:48:55,269901,13,task-pkec,repeat-7r7d#1,57237803,,16361834,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1512x982,1512x827,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,1.2 second pause,uqcoka,5,timedOut,,,1199.8999998092622,1199.5,1199.8999998092622,1199.8999998092622,1199.5,1199.8999998092622,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
