Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Spreadsheet: VOT,Spreadsheet: center,Spreadsheet: block,Spreadsheet: label,Spreadsheet: session,Spreadsheet: stage,Spreadsheet: progress_bar,Spreadsheet: word_display,Spreadsheet: trial_type,Spreadsheet: list_LSQ_variant,Spreadsheet: blockID,Spreadsheet: mean,Spreadsheet: sd,Spreadsheet: option_setup,Spreadsheet: token_category,Store: target
12,1784301677798,17/07/2026 15:21:17,1784301677798,-7,17/07/2026 08:21:17,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,1,practice,soundplay,d8epi7,3,continue,,,395.80000003576424,383.40000000000146,395.80000003576424,395.80000003576424,383.40000000000146,395.80000003576424,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-50.wav,,,dill,till,,,,,,,,,,,,,,,,,,,,
13,1784301679188,17/07/2026 15:21:19,1784301679188,-7,17/07/2026 08:21:19,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,1,practice,2AFC,9mjind,4,response,dill,,1402.7000000476837,1399.699999999997,1402.7000000476837,1402.7000000476837,1399.699999999997,1402.7000000476837,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dill_-50.wav,,,dill,till,,,,,,,,,,,,,,,,,,,,
14,1784301680387,17/07/2026 15:21:20,1784301680387,-7,17/07/2026 08:21:20,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,1,practice,1.2 second pause,uqcoka,5,timedOut,,,1200.800000000003,1200.300000000003,1200.800000000003,1200.800000000003,1200.300000000003,1200.800000000003,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-50.wav,,,dill,till,,,,,,,,,,,,,,,,,,,,
15,1784301680886,17/07/2026 15:21:20,1784301680886,-7,17/07/2026 08:21:20,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,2,practice,fixation,8ljn8d,1,timedOut,,,500.4000000357628,499.5,500.4000000357628,500.4000000357628,499.5,500.4000000357628,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
16,1784301681386,17/07/2026 15:21:21,1784301681386,-7,17/07/2026 08:21:21,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,2,practice,show option,3my457,2,timedOut,,,500.9000000357628,500.5,500.9000000357628,500.9000000357628,500.5,500.9000000357628,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
17,1784301681390,17/07/2026 15:21:21,1784301681390,-7,17/07/2026 08:21:21,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,2,practice,soundplay,d8epi7,3,info,audio started,,4.400000035762787,0,4.400000035762787,4.400000035762787,0,4.400000035762787,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
18,1784301681729,17/07/2026 15:21:21,1784301681729,-7,17/07/2026 08:21:21,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,2,practice,soundplay,d8epi7,3,info,audio finished,,343.2000000476837,333.3000000000029,343.2000000476837,343.2000000476837,333.3000000000029,343.2000000476837,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
19,1784301681729,17/07/2026 15:21:21,1784301681729,-7,17/07/2026 08:21:21,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,2,practice,soundplay,d8epi7,3,continue,,,343.9000000357628,333.3000000000029,343.9000000357628,343.9000000357628,333.3000000000029,343.9000000357628,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
20,1784301682288,17/07/2026 15:21:22,1784301682288,-7,17/07/2026 08:21:22,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,2,practice,2AFC,9mjind,4,response,dill,,569.000000011918,566.5999999999985,569.000000011918,569.000000011918,566.5999999999985,569.000000011918,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
21,1784301683486,17/07/2026 15:21:23,1784301683486,-7,17/07/2026 08:21:23,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,2,practice,1.2 second pause,uqcoka,5,timedOut,,,1200.3000000476823,1199.9000000000015,1200.3000000476823,1200.3000000476823,1199.9000000000015,1200.3000000476823,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
22,1784301683986,17/07/2026 15:21:23,1784301683986,-7,17/07/2026 08:21:23,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,3,practice,fixation,8ljn8d,1,timedOut,,,500.500000011918,500,500.500000011918,500.500000011918,500,500.500000011918,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
23,1784301684487,17/07/2026 15:21:24,1784301684487,-7,17/07/2026 08:21:24,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,3,practice,show option,3my457,2,timedOut,,,501.500000011918,499.1999999999971,501.500000011918,501.500000011918,499.1999999999971,501.500000011918,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
24,1784301684491,17/07/2026 15:21:24,1784301684491,-7,17/07/2026 08:21:24,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,3,practice,soundplay,d8epi7,3,info,audio started,,6,0,6,6,0,6,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
25,1784301684900,17/07/2026 15:21:24,1784301684900,-7,17/07/2026 08:21:24,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,3,practice,soundplay,d8epi7,3,info,audio finished,,415.60000002384186,400,415.60000002384186,415.60000002384186,400,415.60000002384186,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
26,1784301684901,17/07/2026 15:21:24,1784301684901,-7,17/07/2026 08:21:24,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,3,practice,soundplay,d8epi7,3,continue,,,415.8000000000029,400,415.8000000000029,415.8000000000029,400,415.8000000000029,1,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
27,1784301685729,17/07/2026 15:21:25,1784301685729,-7,17/07/2026 08:21:25,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,3,practice,2AFC,9mjind,4,response,tin,,843.9000000357628,833.3000000000029,843.9000000357628,843.9000000357628,833.3000000000029,843.9000000357628,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
28,1784301686919,17/07/2026 15:21:26,1784301686919,-7,17/07/2026 08:21:26,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,3,practice,1.2 second pause,uqcoka,5,timedOut,,,1201.300000023839,1200.7999999999956,1201.300000023839,1201.300000023839,1200.7999999999956,1201.300000023839,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
29,1784301687420,17/07/2026 15:21:27,1784301687420,-7,17/07/2026 08:21:27,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,4,practice,fixation,8ljn8d,1,timedOut,,,500.80000003576424,500.09999999999854,500.80000003576424,500.80000003576424,500.09999999999854,500.80000003576424,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
30,1784301687919,17/07/2026 15:21:27,1784301687919,-7,17/07/2026 08:21:27,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,4,practice,show option,3my457,2,timedOut,,,500.5000000476866,500,500.5000000476866,500.5000000476866,500,500.5000000476866,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
31,1784301687922,17/07/2026 15:21:27,1784301687922,-7,17/07/2026 08:21:27,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,4,practice,soundplay,d8epi7,3,info,audio started,,3.500000047686626,0,3.500000047686626,3.500000047686626,0,3.500000047686626,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
32,1784301688395,17/07/2026 15:21:28,1784301688395,-7,17/07/2026 08:21:28,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,4,practice,soundplay,d8epi7,3,info,audio finished,,476.10000001192384,466.70000000000437,476.10000001192384,476.10000001192384,466.70000000000437,476.10000001192384,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
33,1784301688395,17/07/2026 15:21:28,1784301688395,-7,17/07/2026 08:21:28,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,4,practice,soundplay,d8epi7,3,continue,,,476.5000000476866,466.70000000000437,476.5000000476866,476.5000000476866,466.70000000000437,476.5000000476866,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
34,1784301690472,17/07/2026 15:21:30,1784301690472,-7,17/07/2026 08:21:30,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,4,practice,2AFC,9mjind,4,response,tip,,2086.4000000119195,2083.199999999997,2086.4000000119195,2086.4000000119195,2083.199999999997,2086.4000000119195,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
35,1784301691669,17/07/2026 15:21:31,1784301691669,-7,17/07/2026 08:21:31,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,4,practice,1.2 second pause,uqcoka,5,timedOut,,,1200.5000000238433,1200,1200.5000000238433,1200.5000000238433,1200,1200.5000000238433,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
36,1784301692169,17/07/2026 15:21:32,1784301692169,-7,17/07/2026 08:21:32,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,5,practice,fixation,8ljn8d,1,timedOut,,,500.40000000000146,500.09999999999854,500.40000000000146,500.40000000000146,500.09999999999854,500.40000000000146,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
37,1784301692669,17/07/2026 15:21:32,1784301692669,-7,17/07/2026 08:21:32,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,5,practice,show option,3my457,2,timedOut,,,500.10000001192384,499.90000000000873,500.10000001192384,500.10000001192384,499.90000000000873,500.10000001192384,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
38,1784301692671,17/07/2026 15:21:32,1784301692671,-7,17/07/2026 08:21:32,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,5,practice,soundplay,d8epi7,3,info,audio started,,2.300000035756966,0,2.300000035756966,2.300000035756966,0,2.300000035756966,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
39,1784301693148,17/07/2026 15:21:33,1784301693148,-7,17/07/2026 08:21:33,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,5,practice,soundplay,d8epi7,3,info,audio finished,,478.80000003575697,466.09999999999127,478.80000003575697,478.80000003575697,466.09999999999127,478.80000003575697,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
40,1784301693148,17/07/2026 15:21:33,1784301693148,-7,17/07/2026 08:21:33,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,5,practice,soundplay,d8epi7,3,continue,,,479.3999999999942,466.09999999999127,479.3999999999942,479.3999999999942,466.09999999999127,479.3999999999942,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
41,1784301694174,17/07/2026 15:21:34,1784301694174,-7,17/07/2026 08:21:34,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,5,practice,2AFC,9mjind,4,response,tip,,1039.0000000476866,1033.9000000000087,1039.0000000476866,1039.0000000476866,1033.9000000000087,1039.0000000476866,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
42,1784301695369,17/07/2026 15:21:35,1784301695369,-7,17/07/2026 08:21:35,269901,13,task-pkec,repeat-7r7d#1,57278623,,16371711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,1470x956,1470x777,,,0,Phonetic categorization,25,full_List_1,pass,$${overridespreadsheet},full_List_1,5,practice,1.2 second pause,uqcoka,5,timedOut,,,1200.3999999999942,1199.8999999999942,1200.3999999999942,1200.3999999999942,1199.8999999999942,1200.3999999999942,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
