Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Spreadsheet: VOT,Spreadsheet: center,Spreadsheet: block,Spreadsheet: label,Spreadsheet: session,Spreadsheet: stage,Spreadsheet: progress_bar,Spreadsheet: word_display,Spreadsheet: trial_type,Spreadsheet: list_LSQ_variant,Spreadsheet: blockID,Spreadsheet: mean,Spreadsheet: sd,Spreadsheet: option_setup,Spreadsheet: token_category,Store: target
19,1784240255385,16/07/2026 22:17:35,1784240255385,-7,16/07/2026 15:17:35,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,2,practice,soundplay,d8epi7,3,continue,,,346.60000001788285,333.59999999999854,346.60000001788285,346.60000001788285,333.59999999999854,346.60000001788285,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
20,1784240257461,16/07/2026 22:17:37,1784240257461,-7,16/07/2026 15:17:37,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,2,practice,2AFC,9mjind,4,response,dill,,2089.0000000178843,2085.100000000006,2089.0000000178843,2089.0000000178843,2085.100000000006,2089.0000000178843,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
21,1784240258659,16/07/2026 22:17:38,1784240258659,-7,16/07/2026 15:17:38,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,2,practice,1.2 second pause,uqcoka,5,timedOut,,,1201.6000000059576,1201,1201.6000000059576,1201.6000000059576,1201,1201.6000000059576,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
22,1784240259159,16/07/2026 22:17:39,1784240259159,-7,16/07/2026 15:17:39,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,3,practice,fixation,8ljn8d,1,timedOut,,,500.7999999940366,500.3999999999942,500.7999999940366,500.7999999940366,500.3999999999942,500.7999999940366,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
23,1784240259660,16/07/2026 22:17:39,1784240259660,-7,16/07/2026 15:17:39,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,3,practice,show option,3my457,2,timedOut,,,501.10000001192384,500.5,501.10000001192384,501.10000001192384,500.5,501.10000001192384,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
24,1784240259666,16/07/2026 22:17:39,1784240259666,-7,16/07/2026 15:17:39,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,3,practice,soundplay,d8epi7,3,info,audio started,,6.399999994042446,0,6.399999994042446,6.399999994042446,0,6.399999994042446,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
25,1784240260075,16/07/2026 22:17:40,1784240260075,-7,16/07/2026 15:17:40,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,3,practice,soundplay,d8epi7,3,info,audio finished,,415.6000000000058,399.6000000000058,415.6000000000058,415.6000000000058,399.6000000000058,415.6000000000058,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
26,1784240260076,16/07/2026 22:17:40,1784240260076,-7,16/07/2026 15:17:40,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,3,practice,soundplay,d8epi7,3,continue,,,415.6000000000058,399.6000000000058,415.6000000000058,415.6000000000058,399.6000000000058,415.6000000000058,1,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
27,1784240262716,16/07/2026 22:17:42,1784240262716,-7,16/07/2026 15:17:42,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,3,practice,2AFC,9mjind,4,response,tin,,2652.699999999997,2636.0999999999985,2652.699999999997,2652.699999999997,2636.0999999999985,2652.699999999997,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
28,1784240263897,16/07/2026 22:17:43,1784240263897,-7,16/07/2026 15:17:43,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,3,practice,1.2 second pause,uqcoka,5,timedOut,,,1201.699999994038,1200.2999999999956,1201.699999994038,1201.699999994038,1200.2999999999956,1201.699999994038,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
29,1784240264397,16/07/2026 22:17:44,1784240264397,-7,16/07/2026 15:17:44,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,4,practice,fixation,8ljn8d,1,timedOut,,,501.60000001192384,501.1999999999971,501.60000001192384,501.60000001192384,501.1999999999971,501.60000001192384,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
30,1784240264897,16/07/2026 22:17:44,1784240264897,-7,16/07/2026 15:17:44,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,4,practice,show option,3my457,2,timedOut,,,500.90000001192675,500.40000000000873,500.90000001192675,500.90000001192675,500.40000000000873,500.90000001192675,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
31,1784240264903,16/07/2026 22:17:44,1784240264903,-7,16/07/2026 15:17:44,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,4,practice,soundplay,d8epi7,3,info,audio started,,6.299999994036625,0,6.299999994036625,6.299999994036625,0,6.299999994036625,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
32,1784240265375,16/07/2026 22:17:45,1784240265375,-7,16/07/2026 15:17:45,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,4,practice,soundplay,d8epi7,3,info,audio finished,,478.60000000595755,466.1999999999971,478.60000000595755,478.60000000595755,466.1999999999971,478.60000000595755,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
33,1784240265376,16/07/2026 22:17:45,1784240265376,-7,16/07/2026 15:17:45,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,4,practice,soundplay,d8epi7,3,continue,,,479.1999999999971,466.1999999999971,479.1999999999971,479.1999999999971,466.1999999999971,479.1999999999971,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
34,1784240266564,16/07/2026 22:17:46,1784240266564,-7,16/07/2026 15:17:46,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,4,practice,2AFC,9mjind,4,response,tip,,1201.0999999940395,1185.199999999997,1201.0999999940395,1201.0999999940395,1185.199999999997,1201.0999999940395,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
35,1784240267750,16/07/2026 22:17:47,1784240267750,-7,16/07/2026 15:17:47,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,4,practice,1.2 second pause,uqcoka,5,timedOut,,,1202.2000000059634,1200.6000000000058,1202.2000000059634,1202.2000000059634,1200.6000000000058,1202.2000000059634,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
36,1784240268250,16/07/2026 22:17:48,1784240268250,-7,16/07/2026 15:17:48,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,5,practice,fixation,8ljn8d,1,timedOut,,,501.1999999999971,500.8000000000029,501.1999999999971,501.1999999999971,500.8000000000029,501.1999999999971,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
37,1784240268751,16/07/2026 22:17:48,1784240268751,-7,16/07/2026 15:17:48,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,5,practice,show option,3my457,2,timedOut,,,500.9999999940337,500.5,500.9999999940337,500.9999999940337,500.5,500.9999999940337,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
38,1784240268764,16/07/2026 22:17:48,1784240268764,-7,16/07/2026 15:17:48,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,5,practice,soundplay,d8epi7,3,info,audio started,,13.800000005954644,0,13.800000005954644,13.800000005954644,0,13.800000005954644,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
39,1784240269241,16/07/2026 22:17:49,1784240269241,-7,16/07/2026 15:17:49,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,5,practice,soundplay,d8epi7,3,info,audio finished,,491.2000000119151,483.09999999999127,491.2000000119151,491.2000000119151,483.09999999999127,491.2000000119151,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
40,1784240269241,16/07/2026 22:17:49,1784240269241,-7,16/07/2026 15:17:49,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,5,practice,soundplay,d8epi7,3,continue,,,491.6000000178756,483.09999999999127,491.6000000178756,491.6000000178756,483.09999999999127,491.6000000178756,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
41,1784240271537,16/07/2026 22:17:51,1784240271537,-7,16/07/2026 15:17:51,269901,13,task-pkec,repeat-7r7d#1,57261690,,16368032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 150.0.0.0,2560x1440,2560x1440,,,0,Phonetic categorization,25,full_List_8,pass,$${overridespreadsheet},full_List_8,5,practice,2AFC,9mjind,4,response,tip,,2301.5000000178843,2285.9000000000087,2301.5000000178843,2301.5000000178843,2285.9000000000087,2301.5000000178843,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
