Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Spreadsheet: VOT,Spreadsheet: center,Spreadsheet: block,Spreadsheet: label,Spreadsheet: session,Spreadsheet: stage,Spreadsheet: progress_bar,Spreadsheet: word_display,Spreadsheet: trial_type,Spreadsheet: list_LSQ_variant,Spreadsheet: blockID,Spreadsheet: mean,Spreadsheet: sd,Spreadsheet: option_setup,Spreadsheet: token_category,Store: target
11,1784257227762,17/07/2026 03:00:27,1784257227762,-7,16/07/2026 20:00:27,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,1,practice,soundplay,d8epi7,3,info,audio finished,,404.0199999999968,399.9599999999991,404.0199999999968,404.0199999999968,399.9599999999991,404.0199999999968,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-50.wav,,,dill,till,,,,,,,,,,,,,,,,,,,,
12,1784257227763,17/07/2026 03:00:27,1784257227763,-7,16/07/2026 20:00:27,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,1,practice,soundplay,d8epi7,3,continue,,,405.0199999999968,399.9599999999991,405.0199999999968,405.0199999999968,399.9599999999991,405.0199999999968,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-50.wav,,,dill,till,,,,,,,,,,,,,,,,,,,,
13,1784257229013,17/07/2026 03:00:29,1784257229013,-7,16/07/2026 20:00:29,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,1,practice,2AFC,9mjind,4,response,dill,,1255.0599999999977,1250.1399999999994,1255.0599999999977,1255.0599999999977,1250.1399999999994,1255.0599999999977,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dill_-50.wav,,,dill,till,,,,,,,,,,,,,,,,,,,,
14,1784257230207,17/07/2026 03:00:30,1784257230207,-7,16/07/2026 20:00:30,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,1,practice,1.2 second pause,uqcoka,5,timedOut,,,1199.9199999999983,1199.5400000000009,1199.9199999999983,1199.9199999999983,1199.5400000000009,1199.9199999999983,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-50.wav,,,dill,till,,,,,,,,,,,,,,,,,,,,
15,1784257230707,17/07/2026 03:00:30,1784257230707,-7,16/07/2026 20:00:30,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,2,practice,fixation,8ljn8d,1,timedOut,,,500.3799999999974,499.91999999999825,500.3799999999974,500.3799999999974,499.91999999999825,500.3799999999974,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
16,1784257231207,17/07/2026 03:00:31,1784257231207,-7,16/07/2026 20:00:31,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,2,practice,show option,3my457,2,timedOut,,,500.4599999999991,499.9400000000023,500.4599999999991,500.4599999999991,499.9400000000023,500.4599999999991,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
17,1784257231210,17/07/2026 03:00:31,1784257231210,-7,16/07/2026 20:00:31,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,2,practice,soundplay,d8epi7,3,info,audio started,,3.5199999999967986,0,3.5199999999967986,3.5199999999967986,0,3.5199999999967986,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
18,1784257231551,17/07/2026 03:00:31,1784257231551,-7,16/07/2026 20:00:31,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,2,practice,soundplay,d8epi7,3,info,audio finished,,345.5199999999968,333.29999999999563,345.5199999999968,345.5199999999968,333.29999999999563,345.5199999999968,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
19,1784257231552,17/07/2026 03:00:31,1784257231552,-7,16/07/2026 20:00:31,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,2,practice,soundplay,d8epi7,3,continue,,,345.5199999999968,333.29999999999563,345.5199999999968,345.5199999999968,333.29999999999563,345.5199999999968,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
20,1784257232864,17/07/2026 03:00:32,1784257232864,-7,16/07/2026 20:00:32,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,2,practice,2AFC,9mjind,4,response,dill,,1324.2200000000012,1316.4199999999983,1324.2200000000012,1324.2200000000012,1316.4199999999983,1324.2200000000012,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
21,1784257234057,17/07/2026 03:00:34,1784257234057,-7,16/07/2026 20:00:34,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,2,practice,1.2 second pause,uqcoka,5,timedOut,,,1200.800000000003,1199.9200000000055,1200.800000000003,1200.800000000003,1199.9200000000055,1200.800000000003,1,0,0,,Time Limit,screen,0,screen,practice,,dill_-100.wav,,,dill,din,,,,,,,,,,,,,,,,,,,,
22,1784257234556,17/07/2026 03:00:34,1784257234556,-7,16/07/2026 20:00:34,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,fixation,8ljn8d,1,timedOut,,,499.91999999999825,499.91999999999825,499.91999999999825,499.91999999999825,499.91999999999825,499.91999999999825,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
23,1784257235057,17/07/2026 03:00:35,1784257235057,-7,16/07/2026 20:00:35,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,show option,3my457,2,timedOut,,,499.9599999999991,499.9400000000023,499.9599999999991,499.9599999999991,499.9400000000023,499.9599999999991,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
24,1784257235059,17/07/2026 03:00:35,1784257235059,-7,16/07/2026 20:00:35,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,soundplay,d8epi7,3,info,audio started,,3.0199999999967986,0,3.0199999999967986,3.0199999999967986,0,3.0199999999967986,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
25,1784257235472,17/07/2026 03:00:35,1784257235472,-7,16/07/2026 20:00:35,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,soundplay,d8epi7,3,info,audio finished,,415.0199999999968,399.9599999999991,415.0199999999968,415.0199999999968,399.9599999999991,415.0199999999968,0,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
26,1784257235472,17/07/2026 03:00:35,1784257235472,-7,16/07/2026 20:00:35,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,soundplay,d8epi7,3,continue,,,416.0199999999968,399.9599999999991,416.0199999999968,416.0199999999968,399.9599999999991,416.0199999999968,1,0,0,,Audio Clip,Audio,1,object-217,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
27,1784257236106,17/07/2026 03:00:36,1784257236106,-7,16/07/2026 20:00:36,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,2AFC,9mjind,4,response,tin,,649.9599999999919,633.2599999999948,649.9599999999919,649.9599999999919,633.2599999999948,649.9599999999919,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
28,1784257237290,17/07/2026 03:00:37,1784257237290,-7,16/07/2026 20:00:37,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,3,practice,1.2 second pause,uqcoka,5,timedOut,,,1199.8399999999965,1199.8399999999965,1199.8399999999965,1199.8399999999965,1199.8399999999965,1199.8399999999965,1,0,0,,Time Limit,screen,0,screen,practice,,din_+130.wav,,,din,tin,,,,,,,,,,,,,,,,,,,,
29,1784257237789,17/07/2026 03:00:37,1784257237789,-7,16/07/2026 20:00:37,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,fixation,8ljn8d,1,timedOut,,,500.9600000000064,499.9200000000128,500.9600000000064,500.9600000000064,499.9200000000128,500.9600000000064,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
30,1784257238289,17/07/2026 03:00:38,1784257238289,-7,16/07/2026 20:00:38,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,show option,3my457,2,timedOut,,,500.0399999999936,499.9399999999878,500.0399999999936,500.0399999999936,499.9399999999878,500.0399999999936,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
31,1784257238292,17/07/2026 03:00:38,1784257238292,-7,16/07/2026 20:00:38,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,soundplay,d8epi7,3,info,audio started,,3.1000000000058208,0,3.1000000000058208,3.1000000000058208,0,3.1000000000058208,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
32,1784257238764,17/07/2026 03:00:38,1784257238764,-7,16/07/2026 20:00:38,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,soundplay,d8epi7,3,info,audio finished,,476.1000000000058,466.58000000000175,476.1000000000058,476.1000000000058,466.58000000000175,476.1000000000058,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
33,1784257238764,17/07/2026 03:00:38,1784257238764,-7,16/07/2026 20:00:38,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,soundplay,d8epi7,3,continue,,,476.1000000000058,466.58000000000175,476.1000000000058,476.1000000000058,466.58000000000175,476.1000000000058,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
34,1784257239268,17/07/2026 03:00:39,1784257239268,-7,16/07/2026 20:00:39,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,2AFC,9mjind,4,response,tip,,510.5200000000041,499.9600000000064,510.5200000000041,510.5200000000041,499.9600000000064,510.5200000000041,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
35,1784257240456,17/07/2026 03:00:40,1784257240456,-7,16/07/2026 20:00:40,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,4,practice,1.2 second pause,uqcoka,5,timedOut,,,1199.800000000003,1199.800000000003,1199.800000000003,1199.800000000003,1199.800000000003,1199.800000000003,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+120.wav,,,dip,tip,,,,,,,,,,,,,,,,,,,,
36,1784257240956,17/07/2026 03:00:40,1784257240956,-7,16/07/2026 20:00:40,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,fixation,8ljn8d,1,timedOut,,,500.75999999999476,500.3399999999965,500.75999999999476,500.75999999999476,500.3399999999965,500.75999999999476,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
37,1784257241455,17/07/2026 03:00:41,1784257241455,-7,16/07/2026 20:00:41,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,show option,3my457,2,timedOut,,,499.5599999999977,499.5599999999977,499.5599999999977,499.5599999999977,499.5599999999977,499.5599999999977,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
38,1784257241458,17/07/2026 03:00:41,1784257241458,-7,16/07/2026 20:00:41,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,soundplay,d8epi7,3,info,audio started,,3.860000000000582,0,3.860000000000582,3.860000000000582,0,3.860000000000582,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
39,1784257241947,17/07/2026 03:00:41,1784257241947,-7,16/07/2026 20:00:41,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,soundplay,d8epi7,3,info,audio finished,,490.8600000000006,483.25999999999476,490.8600000000006,490.8600000000006,483.25999999999476,490.8600000000006,0,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
40,1784257241947,17/07/2026 03:00:41,1784257241947,-7,16/07/2026 20:00:41,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,soundplay,d8epi7,3,continue,,,491.8600000000006,483.25999999999476,491.8600000000006,491.8600000000006,483.25999999999476,491.8600000000006,1,0,0,,Audio Clip,Audio,1,object-217,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
41,1784257242337,17/07/2026 03:00:42,1784257242337,-7,16/07/2026 20:00:42,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,2AFC,9mjind,4,response,tip,,398.6000000000058,383.27999999999884,398.6000000000058,398.6000000000058,383.27999999999884,398.6000000000058,0,0,0,,Keyboard Response,Keyboard Response,2,object-222,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
42,1784257243523,17/07/2026 03:00:43,1784257243523,-7,16/07/2026 20:00:43,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,5,practice,1.2 second pause,uqcoka,5,timedOut,,,1200.320000000007,1199.8600000000006,1200.320000000007,1200.320000000007,1199.8600000000006,1200.320000000007,1,0,0,,Time Limit,screen,0,screen,practice,,dip_+125.wav,,,tin,tip,,,,,,,,,,,,,,,,,,,,
43,1784257248780,17/07/2026 03:00:48,1784257248780,-7,16/07/2026 20:00:48,269901,13,task-pkec,repeat-7r7d#1,57263139,,16368478,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 152.0,1280x720,1280x720,,,0,Phonetic categorization,25,full_List_6,pass,$${overridespreadsheet},full_List_6,1,preparation buffer,Screen 4,xozot8,1,continue,,,5258.460000000006,5249.320000000007,5258.460000000006,5258.460000000006,5249.320000000007,5258.460000000006,1,0,0,,Click To Continue,Continue Button,1,object-322,preparation buffer,,,,,t,d,,,,,,,,,,,,,,,,,,,,
